type, summary_id,period_no,event_id,mean,standard_deviation,exposure_value,occ_year,occ_month,occ_day
1,1,1662,2390,493.07,0.00,48347220.00,1662,11,1
2,1,1662,2390,216.37,659.79,48347220.00,1662,11,1
1,1,2880,1837,14717.35,0.00,48347220.00,2880,11,25
2,1,2880,1837,8392.88,21887.82,48347220.00,2880,11,25
1,1,4576,2486,149297.33,0.00,48347220.00,4576,4,11
2,1,4576,2486,185888.34,228689.09,48347220.00,4576,4,11
1,1,3330,5027,154.18,0.00,48347220.00,3330,10,13
2,1,3330,5027,13.85,13.13,48347220.00,3330,10,13
1,1,1088,4759,61322.55,0.00,48347220.00,1088,1,1
2,1,1088,4759,77488.79,154998.84,48347220.00,1088,1,1
1,1,3069,3156,2480.62,0.00,48347220.00,3069,12,7
2,1,3069,3156,4927.64,10696.17,48347220.00,3069,12,7
1,1,4542,2725,8360.84,0.00,48347220.00,4542,5,4
2,1,4542,2725,20728.79,35088.50,48347220.00,4542,5,4
1,1,2862,5320,8498.91,0.00,48347220.00,2862,9,16
2,1,2862,5320,12960.66,24612.10,48347220.00,2862,9,16
1,1,2046,3148,1.03,0.00,48347220.00,2046,12,23
1,1,4878,4677,206.84,0.00,43284180.00,4878,7,19
1,1,2855,1940,80663.44,0.00,48347220.00,2855,12,6
2,1,2855,1940,220350.16,287946.72,48347220.00,2855,12,6
1,1,1389,3964,1.00,0.00,48347220.00,1389,5,27
1,1,2288,536,242.62,0.00,48347220.00,2288,10,20
2,1,2288,536,74.97,138.29,48347220.00,2288,10,20
1,1,4144,3624,28813.69,0.00,48347220.00,4144,9,27
2,1,4144,3624,8186.28,10337.47,48347220.00,4144,9,27
1,1,3110,5071,351508.09,0.00,48347220.00,3110,1,25
2,1,3110,5071,695377.75,516364.53,48347220.00,3110,1,25
1,1,931,5009,225.27,0.00,48347220.00,931,10,14
2,1,931,5009,316.54,989.98,48347220.00,931,10,14
1,1,4261,5097,1.99,0.00,43284180.00,4261,8,31
2,1,4261,5097,5.54,11.67,43284180.00,4261,8,31
1,1,3877,5355,124166.99,0.00,48347220.00,3877,11,14
2,1,3877,5355,4849.68,7026.44,48347220.00,3877,11,14
1,1,1382,2695,732.29,0.00,48347220.00,1382,11,23
2,1,1382,2695,2426.60,4318.52,48347220.00,1382,11,23
1,1,623,5197,35116.41,0.00,48347220.00,623,2,3
2,1,623,5197,31988.91,70649.77,48347220.00,623,2,3
1,1,3568,5369,19966.39,0.00,48347220.00,3568,5,7
2,1,3568,5369,33984.75,70191.20,48347220.00,3568,5,7
1,1,2843,2292,0.98,0.00,43284180.00,2843,3,23
2,1,2843,2292,2.79,8.81,43284180.00,2843,3,23
1,1,1975,4064,4.01,0.00,48347220.00,1975,11,11
2,1,1975,4064,3.67,6.12,48347220.00,1975,11,11
1,1,47,4927,19.67,0.00,48347220.00,47,11,2
2,1,47,4927,4.37,9.70,48347220.00,47,11,2
1,1,2259,5344,1878.82,0.00,48347220.00,2259,4,4
2,1,2259,5344,4463.90,7362.27,48347220.00,2259,4,4
1,1,322,5409,15.33,0.00,48347220.00,322,7,2
2,1,322,5409,3.82,6.27,48347220.00,322,7,2
1,1,2717,4742,0.97,0.00,48347220.00,2717,11,4
1,1,3043,5419,22.12,0.00,48347220.00,3043,12,14
2,1,3043,5419,51.24,108.81,48347220.00,3043,12,14
1,1,1364,5345,180114.91,0.00,48347220.00,1364,12,11
2,1,1364,5345,15955.60,41547.33,48347220.00,1364,12,11
1,1,4184,2644,5061171.50,0.00,48347220.00,4184,5,25
2,1,4184,2644,4110082.75,3531999.00,48347220.00,4184,5,25
1,1,1093,5181,1277.35,0.00,48347220.00,1093,1,24
2,1,1093,5181,1434.24,2487.44,48347220.00,1093,1,24
1,1,3807,4043,19712.91,0.00,48347220.00,3807,3,24
2,1,3807,4043,13648.00,40913.24,48347220.00,3807,3,24
1,1,4585,5255,22553.97,0.00,48347220.00,4585,5,13
2,1,4585,5255,32549.66,63698.95,48347220.00,4585,5,13
1,1,4871,4774,244.46,0.00,48347220.00,4871,8,13
2,1,4871,4774,357.64,1076.97,48347220.00,4871,8,13
1,1,161,4669,14.45,0.00,48347220.00,161,2,12
1,1,2614,5294,39571.80,0.00,48347220.00,2614,7,6
2,1,2614,5294,5032.37,13490.15,48347220.00,2614,7,6
1,1,201,1855,29.04,0.00,48347220.00,201,9,10
2,1,201,1855,10.00,16.68,48347220.00,201,9,10
1,1,489,1784,213879.77,0.00,48347220.00,489,5,30
2,1,489,1784,378663.31,655473.19,48347220.00,489,5,30
1,1,321,3903,4985.12,0.00,48347220.00,321,3,10
2,1,321,3903,4892.68,7733.19,48347220.00,321,3,10
1,1,2504,3671,3.04,0.00,12823488.00,2504,9,1
2,1,2504,3671,2.81,6.03,12823488.00,2504,9,1
1,1,3673,4998,0.98,0.00,43284180.00,3673,11,8
1,1,2608,3119,386991.03,0.00,48347220.00,2608,1,13
2,1,2608,3119,387689.62,409419.00,48347220.00,2608,1,13
1,1,4236,3911,8711.76,0.00,48347220.00,4236,1,28
2,1,4236,3911,14063.86,31866.74,48347220.00,4236,1,28
1,1,1040,3880,1.00,0.00,12823488.00,1040,8,29
2,1,1040,3880,2.32,4.89,12823488.00,1040,8,29
1,1,3136,4428,213.28,0.00,43284180.00,3136,4,8
2,1,3136,4428,884.54,921.44,43284180.00,3136,4,8
1,1,3251,5115,620.38,0.00,48347220.00,3251,5,26
2,1,3251,5115,535.10,1526.29,48347220.00,3251,5,26
1,1,449,5068,33829.91,0.00,48347220.00,449,8,30
2,1,449,5068,28872.59,40258.40,48347220.00,449,8,30
1,1,336,4653,79.80,0.00,48347220.00,336,10,18
2,1,336,4653,185.20,576.51,48347220.00,336,10,18
1,1,2586,4965,72079.29,0.00,48347220.00,2586,8,28
2,1,2586,4965,122679.00,135653.41,48347220.00,2586,8,28
1,1,1052,5388,3.08,0.00,48347220.00,1052,2,25
2,1,1052,5388,2.17,4.59,48347220.00,1052,2,25
1,1,2931,5252,294.53,0.00,48347220.00,2931,2,28
2,1,2931,5252,335.95,1043.37,48347220.00,2931,2,28
1,1,2756,5117,18121.51,0.00,48347220.00,2756,1,9
2,1,2756,5117,13156.94,11810.94,48347220.00,2756,1,9
1,1,1614,5256,212758.80,0.00,48347220.00,1614,7,21
2,1,1614,5256,184249.72,228896.48,48347220.00,1614,7,21
1,1,1848,3966,14.83,0.00,43284180.00,1848,3,9
2,1,1848,3966,37.27,108.48,43284180.00,1848,3,9
1,1,4406,3637,11998.70,0.00,43284180.00,4406,8,18
2,1,4406,3637,1387.32,3717.88,43284180.00,4406,8,18
1,1,313,814,0.98,0.00,43284180.00,313,3,20
1,1,3480,5279,17.25,0.00,48347220.00,3480,10,14
1,1,206,4180,1.03,0.00,12823488.00,206,6,14
2,1,206,4180,2.85,6.16,12823488.00,206,6,14
1,1,3870,5139,51319.47,0.00,48347220.00,3870,9,17
2,1,3870,5139,47170.88,78992.56,48347220.00,3870,9,17
1,1,1634,3901,470.74,0.00,48347220.00,1634,11,17
2,1,1634,3901,688.28,1179.18,48347220.00,1634,11,17
1,1,3898,4415,88.75,0.00,43284180.00,3898,2,14
2,1,3898,4415,70.43,148.60,43284180.00,3898,2,14
1,1,2114,4396,88.75,0.00,43284180.00,2114,12,27
2,1,2114,4396,3.19,10.09,43284180.00,2114,12,27
1,1,1999,2487,1516.54,0.00,48347220.00,1999,11,12
2,1,1999,2487,2284.01,4275.63,48347220.00,1999,11,12
1,1,2388,2294,1551.57,0.00,48347220.00,2388,4,10
2,1,2388,2294,354.66,1085.39,48347220.00,2388,4,10
1,1,722,719,2.93,0.00,48347220.00,722,10,3
2,1,722,719,8.21,9.56,48347220.00,722,10,3
1,1,2312,4973,222.53,0.00,48347220.00,2312,8,21
2,1,2312,4973,192.62,525.61,48347220.00,2312,8,21
1,1,92,4216,2.04,0.00,48347220.00,92,6,19
1,1,1168,4063,2553.71,0.00,48347220.00,1168,8,27
2,1,1168,4063,2914.21,9195.88,48347220.00,1168,8,27
1,1,489,4309,1.98,0.00,48347220.00,489,10,7
1,1,919,2355,1.03,0.00,48347220.00,919,5,1
1,1,1779,5323,603702.81,0.00,48347220.00,1779,3,1
2,1,1779,5323,277341.69,366138.41,48347220.00,1779,3,1
1,1,3702,1868,5.12,0.00,48347220.00,3702,9,16
2,1,3702,1868,1.08,3.42,48347220.00,3702,9,16
1,1,3118,5298,26.07,0.00,43284180.00,3118,4,6
2,1,3118,5298,36.55,115.59,43284180.00,3118,4,6
1,1,3044,655,1.03,0.00,48347220.00,3044,5,14
2,1,3044,655,1.09,3.45,48347220.00,3044,5,14
1,1,3135,5002,208.04,0.00,43284180.00,3135,2,23
2,1,3135,5002,518.03,824.77,43284180.00,3135,2,23
1,1,2304,3815,3880.75,0.00,48347220.00,2304,8,16
2,1,2304,3815,4648.86,9801.29,48347220.00,2304,8,16
1,1,4999,5432,3.97,0.00,48347220.00,4999,2,1
2,1,4999,5432,2.51,7.93,48347220.00,4999,2,1
1,1,2368,5175,1099.22,0.00,48347220.00,2368,10,30
2,1,2368,5175,1205.27,1699.61,48347220.00,2368,10,30
1,1,4740,4138,13.23,0.00,43284180.00,4740,9,15
1,1,3900,4949,245.61,0.00,48347220.00,3900,8,23
2,1,3900,4949,649.87,1359.01,48347220.00,3900,8,23
1,1,4144,3635,225.44,0.00,48347220.00,4144,9,22
2,1,4144,3635,286.06,685.24,48347220.00,4144,9,22
1,1,2508,4007,2.88,0.00,43284180.00,2508,1,4
1,1,1458,4758,3551.99,0.00,48347220.00,1458,3,3
2,1,1458,4758,10502.84,13539.75,48347220.00,1458,3,3
1,1,31,2718,599305.31,0.00,48347220.00,31,2,22
2,1,31,2718,380964.31,905012.38,48347220.00,31,2,22
1,1,4638,4563,1.95,0.00,48347220.00,4638,9,30
2,1,4638,4563,4.04,8.87,48347220.00,4638,9,30
1,1,4406,4269,5.97,0.00,48347220.00,4406,9,19
2,1,4406,4269,6.86,9.51,48347220.00,4406,9,19
1,1,1085,4810,277.50,0.00,43284180.00,1085,7,10
2,1,1085,4810,43.15,77.66,43284180.00,1085,7,10
1,1,4039,1599,13540949.00,0.00,48347220.00,4039,4,2
2,1,4039,1599,9612849.00,7052588.50,48347220.00,4039,4,2
1,1,4138,4887,1.99,0.00,43284180.00,4138,1,12
1,1,1104,5328,93506.70,0.00,48347220.00,1104,5,9
2,1,1104,5328,61642.25,75749.91,48347220.00,1104,5,9
1,1,1559,993,2.04,0.00,12823488.00,1559,2,13
2,1,1559,993,1.72,5.45,12823488.00,1559,2,13
1,1,4562,4141,0.98,0.00,43284180.00,4562,6,11
1,1,3783,2325,226911.48,0.00,48347220.00,3783,9,15
2,1,3783,2325,446830.94,712118.75,48347220.00,3783,9,15
1,1,4301,4402,3.88,0.00,48347220.00,4301,9,15
2,1,4301,4402,5.30,9.10,48347220.00,4301,9,15
1,1,2581,2693,30.70,0.00,48347220.00,2581,9,14
2,1,2581,2693,40.38,110.25,48347220.00,2581,9,14
1,1,4508,3622,6110.44,0.00,48347220.00,4508,6,1
2,1,4508,3622,5658.96,6076.38,48347220.00,4508,6,1
1,1,964,1603,2641338.25,0.00,48347220.00,964,1,6
2,1,964,1603,1075880.75,1068275.50,48347220.00,964,1,6
1,1,1753,2449,7711446.50,0.00,48347220.00,1753,4,26
2,1,1753,2449,5862955.50,4446645.50,48347220.00,1753,4,26
1,1,2412,4152,1.98,0.00,48347220.00,2412,3,15
2,1,2412,4152,7.92,12.19,48347220.00,2412,3,15
1,1,236,2660,1613741.38,0.00,48347220.00,236,11,24
2,1,236,2660,1225529.25,827524.12,48347220.00,236,11,24
1,1,222,4980,1.93,0.00,48347220.00,222,2,1
2,1,222,4980,1.54,4.87,48347220.00,222,2,1
1,1,1022,1598,1844333.50,0.00,48347220.00,1022,9,10
2,1,1022,1598,1959251.75,1165676.12,48347220.00,1022,9,10
1,1,1878,1649,415997.00,0.00,48347220.00,1878,6,29
2,1,1878,1649,650860.50,715699.31,48347220.00,1878,6,29
1,1,800,3131,174.54,0.00,48347220.00,800,11,22
2,1,800,3131,188.83,178.42,48347220.00,800,11,22
1,1,1039,5396,1.06,0.00,48347220.00,1039,1,3
2,1,1039,5396,2.84,8.99,48347220.00,1039,1,3
1,1,4223,4085,4.97,0.00,48347220.00,4223,2,28
2,1,4223,4085,1.54,4.87,48347220.00,4223,2,28
1,1,1963,3375,1075210.00,0.00,48347220.00,1963,2,9
2,1,1963,3375,1077758.12,1264038.88,48347220.00,1963,2,9
1,1,3300,4954,247.36,0.00,48347220.00,3300,10,24
2,1,3300,4954,771.69,1371.88,48347220.00,3300,10,24
1,1,4265,4968,11.84,0.00,48347220.00,4265,11,10
2,1,4265,4968,5.48,11.55,48347220.00,4265,11,10
1,1,1542,3621,253904.80,0.00,48347220.00,1542,6,21
2,1,1542,3621,90944.11,96212.84,48347220.00,1542,6,21
1,1,2169,2738,7.10,0.00,48347220.00,2169,1,27
2,1,2169,2738,3.61,8.20,48347220.00,2169,1,27
1,1,4379,5329,22881.53,0.00,48347220.00,4379,1,4
2,1,4379,5329,23811.22,67203.64,48347220.00,4379,1,4
1,1,3402,5415,1.06,0.00,48347220.00,3402,11,5
1,1,4988,3974,15873.32,0.00,48347220.00,4988,7,10
2,1,4988,3974,10533.42,16630.70,48347220.00,4988,7,10
1,1,4330,901,1.01,0.00,43284180.00,4330,1,8
1,1,2399,2684,109201.62,0.00,48347220.00,2399,1,6
2,1,2399,2684,26847.29,44904.74,48347220.00,2399,1,6
1,1,2443,4185,1.00,0.00,48347220.00,2443,12,16
1,1,1530,1665,9525.69,0.00,48347220.00,1530,5,26
2,1,1530,1665,9902.96,13752.83,48347220.00,1530,5,26
1,1,1176,5110,101.97,0.00,48347220.00,1176,10,17
2,1,1176,5110,43.10,106.79,48347220.00,1176,10,17
1,1,4269,5254,23259.86,0.00,48347220.00,4269,12,28
2,1,4269,5254,31581.48,21365.86,48347220.00,4269,12,28
1,1,3323,5050,129.10,0.00,48347220.00,3323,9,8
2,1,3323,5050,80.46,150.75,48347220.00,3323,9,8
1,1,1319,1856,2507.32,0.00,48347220.00,1319,7,11
2,1,1319,1856,124.55,213.16,48347220.00,1319,7,11
1,1,3222,4431,0.95,0.00,43284180.00,3222,2,7
2,1,3222,4431,2.82,8.90,43284180.00,3222,2,7
1,1,4695,2327,42702.43,0.00,48347220.00,4695,9,29
2,1,4695,2327,94163.58,119316.66,48347220.00,4695,9,29
1,1,404,1659,11069.32,0.00,48347220.00,404,8,8
2,1,404,1659,4266.25,6159.09,48347220.00,404,8,8
1,1,4858,3719,1.06,0.00,12823488.00,4858,11,30
1,1,2504,4990,0.97,0.00,48347220.00,2504,5,1
2,1,2504,4990,2.61,5.58,48347220.00,2504,5,1
1,1,1451,5412,238.98,0.00,48347220.00,1451,10,10
2,1,1451,5412,332.48,1051.39,48347220.00,1451,10,10
1,1,2730,4272,84.16,0.00,48347220.00,2730,11,16
2,1,2730,4272,196.67,575.16,48347220.00,2730,11,16
1,1,4099,2670,94298.88,0.00,48347220.00,4099,1,11
2,1,4099,2670,27920.23,45649.41,48347220.00,4099,1,11
1,1,3146,5046,23540.64,0.00,48347220.00,3146,10,30
2,1,3146,5046,13588.08,32197.26,48347220.00,3146,10,30
1,1,2112,2169,1.96,0.00,43284180.00,2112,5,19
1,1,3192,2375,634.12,0.00,48347220.00,3192,5,14
2,1,3192,2375,415.66,601.76,48347220.00,3192,5,14
1,1,3498,5162,228.74,0.00,48347220.00,3498,9,2
2,1,3498,5162,226.49,521.46,48347220.00,3498,9,2
1,1,4651,2892,305728.56,0.00,48347220.00,4651,11,9
2,1,4651,2892,265597.22,248688.89,48347220.00,4651,11,9
1,1,3704,2736,464.82,0.00,48347220.00,3704,2,17
2,1,3704,2736,626.61,1589.27,48347220.00,3704,2,17
1,1,351,4837,525.14,0.00,43284180.00,351,10,1
2,1,351,4837,1096.22,3351.23,43284180.00,351,10,1
1,1,2343,5246,963.80,0.00,48347220.00,2343,11,24
2,1,2343,5246,1645.09,3457.29,48347220.00,2343,11,24
1,1,2872,2444,1.00,0.00,48347220.00,2872,12,20
2,1,2872,2444,3.16,6.66,48347220.00,2872,12,20
1,1,3077,4383,1.03,0.00,48347220.00,3077,4,3
1,1,1520,2421,15.95,0.00,48347220.00,1520,4,19
2,1,1520,2421,38.08,102.00,48347220.00,1520,4,19
1,1,1437,4626,0.95,0.00,43284180.00,1437,1,6
2,1,1437,4626,2.66,8.40,43284180.00,1437,1,6
1,1,96,1688,2396.70,0.00,48347220.00,96,7,19
2,1,96,1688,1896.21,5814.08,48347220.00,96,7,19
1,1,59,4892,221.63,0.00,48347220.00,59,5,20
2,1,59,4892,212.94,648.46,48347220.00,59,5,20
1,1,1076,2430,1184.91,0.00,43284180.00,1076,11,29
2,1,1076,2430,2172.34,6739.11,43284180.00,1076,11,29
1,1,3009,1793,88344.81,0.00,48347220.00,3009,12,13
2,1,3009,1793,24212.62,73640.11,48347220.00,3009,12,13
1,1,4341,3127,7240.29,0.00,48347220.00,4341,6,20
2,1,4341,3127,11665.15,19870.58,48347220.00,4341,6,20
1,1,2569,3809,1430.55,0.00,48347220.00,2569,4,14
2,1,2569,3809,834.70,1730.44,48347220.00,2569,4,14
1,1,2415,5284,3318.57,0.00,48347220.00,2415,3,15
2,1,2415,5284,1773.74,4508.38,48347220.00,2415,3,15
1,1,4909,1965,298.36,0.00,48347220.00,4909,4,10
2,1,4909,1965,345.60,1089.12,48347220.00,4909,4,10
1,1,2022,2362,532.69,0.00,48347220.00,2022,7,7
2,1,2022,2362,868.35,1915.96,48347220.00,2022,7,7
1,1,4716,4070,70.40,0.00,43284180.00,4716,6,22
2,1,4716,4070,4.68,10.09,43284180.00,4716,6,22
1,1,2200,2480,461175.38,0.00,48347220.00,2200,8,15
2,1,2200,2480,657281.12,949126.94,48347220.00,2200,8,15
1,1,3399,2489,6120.24,0.00,48347220.00,3399,11,29
2,1,3399,2489,10743.40,12114.14,48347220.00,3399,11,29
1,1,4492,4522,4255.68,0.00,48347220.00,4492,5,1
2,1,4492,4522,2916.71,6511.56,48347220.00,4492,5,1
1,1,1993,2643,10841524.00,0.00,48347220.00,1993,5,20
2,1,1993,2643,7329403.00,4296245.00,48347220.00,1993,5,20
1,1,13,2385,6.92,0.00,48347220.00,13,9,20
2,1,13,2385,7.23,7.90,48347220.00,13,9,20
1,1,1570,2498,117383.34,0.00,48347220.00,1570,7,23
2,1,1570,2498,129231.83,106062.17,48347220.00,1570,7,23
1,1,2064,2668,1003803.06,0.00,48347220.00,2064,6,22
2,1,2064,2668,1254627.75,1324521.38,48347220.00,2064,6,22
1,1,855,4678,1.99,0.00,43284180.00,855,3,23
2,1,855,4678,2.72,8.61,43284180.00,855,3,23
1,1,1823,4328,0.98,0.00,43284180.00,1823,3,22
2,1,1823,4328,2.80,8.85,43284180.00,1823,3,22
1,1,3506,1846,1291.02,0.00,48347220.00,3506,8,5
2,1,3506,1846,740.63,1450.57,48347220.00,3506,8,5
1,1,3791,2996,312.39,0.00,48347220.00,3791,3,9
2,1,3791,2996,714.12,1183.41,48347220.00,3791,3,9
1,1,3132,4299,15.88,0.00,48347220.00,3132,11,20
2,1,3132,4299,3.24,6.83,48347220.00,3132,11,20
1,1,3829,1664,85087.18,0.00,48347220.00,3829,9,20
2,1,3829,1664,74444.23,141554.27,48347220.00,3829,9,20
1,1,4012,5057,3269.61,0.00,48347220.00,4012,11,28
2,1,4012,5057,7402.12,8418.76,48347220.00,4012,11,28
1,1,2188,2652,0.97,0.00,12823488.00,2188,3,6
1,1,3865,4943,2.99,0.00,48347220.00,3865,7,21
2,1,3865,4943,8.15,11.44,48347220.00,3865,7,21
1,1,1258,5170,879.12,0.00,48347220.00,1258,6,30
2,1,1258,5170,1546.14,1653.59,48347220.00,1258,6,30
1,1,734,2747,650.64,0.00,48347220.00,734,10,14
2,1,734,2747,1507.20,1668.13,48347220.00,734,10,14
1,1,3133,4680,0.95,0.00,43284180.00,3133,3,25
2,1,3133,4680,5.23,11.05,43284180.00,3133,3,25
1,1,1146,3383,127430.46,0.00,48347220.00,1146,4,18
2,1,1146,3383,96471.71,240065.14,48347220.00,1146,4,18
1,1,4052,4992,196.64,0.00,48347220.00,4052,9,30
2,1,4052,4992,367.45,757.44,48347220.00,4052,9,30
1,1,3371,4847,82.11,0.00,43284180.00,3371,7,23
2,1,3371,4847,13.71,14.47,43284180.00,3371,7,23
1,1,4135,5011,3.87,0.00,43284180.00,4135,10,1
2,1,4135,5011,5.28,11.15,43284180.00,4135,10,1
1,1,249,3163,3.04,0.00,48347220.00,249,5,14
2,1,249,3163,1.67,5.27,48347220.00,249,5,14
1,1,3268,1852,2.01,0.00,48347220.00,3268,12,18
2,1,3268,1852,1.07,3.37,48347220.00,3268,12,18
1,1,4986,4845,14.40,0.00,43284180.00,4986,12,20
2,1,4986,4845,2.52,7.95,43284180.00,4986,12,20
1,1,1627,5119,6978.18,0.00,48347220.00,1627,8,11
2,1,1627,5119,7669.24,11835.82,48347220.00,1627,8,11
1,1,2302,5005,587.04,0.00,43284180.00,2302,2,1
2,1,2302,5005,529.46,1446.51,43284180.00,2302,2,1
1,1,3906,4972,82.55,0.00,48347220.00,3906,3,17
2,1,3906,4972,112.81,166.54,48347220.00,3906,3,17
1,1,4427,4289,223.23,0.00,48347220.00,4427,8,16
2,1,4427,4289,628.26,1326.28,48347220.00,4427,8,16
1,1,104,3631,6967.92,0.00,48347220.00,104,10,15
2,1,104,3631,2424.57,6004.85,48347220.00,104,10,15
1,1,2185,1292,2.05,0.00,48347220.00,2185,1,4
1,1,4078,5285,38199.52,0.00,48347220.00,4078,6,26
2,1,4078,5285,32950.36,101783.04,48347220.00,4078,6,26
1,1,902,3620,81.57,0.00,48347220.00,902,8,25
2,1,902,3620,170.46,539.06,48347220.00,902,8,25
1,1,617,4809,0.97,0.00,48347220.00,617,10,18
1,1,495,1682,25188.22,0.00,48347220.00,495,8,2
2,1,495,1682,2101.15,3762.09,48347220.00,495,8,2
1,1,1153,3906,9893.31,0.00,48347220.00,1153,6,9
2,1,1153,3906,12658.99,31851.07,48347220.00,1153,6,9
1,1,4629,5407,0.98,0.00,43284180.00,4629,12,1
1,1,1556,1662,19950.70,0.00,48347220.00,1556,9,18
2,1,1556,1662,4602.88,9647.29,48347220.00,1556,9,18
1,1,4803,4883,0.97,0.00,48347220.00,4803,12,23
1,1,3563,1943,1.00,0.00,48347220.00,3563,11,6
2,1,3563,1943,1.02,3.21,48347220.00,3563,11,6
1,1,878,4884,15.81,0.00,48347220.00,878,4,7
2,1,878,4884,1.54,4.88,48347220.00,878,4,7
1,1,3955,730,1.01,0.00,43284180.00,3955,10,7
1,1,4625,4647,0.98,0.00,43284180.00,4625,7,29
1,1,1693,1782,1.03,0.00,48347220.00,1693,7,31
1,1,1400,5158,31.10,0.00,48347220.00,1400,8,21
2,1,1400,5158,52.85,114.43,48347220.00,1400,8,21
1,1,1771,5296,1.00,0.00,48347220.00,1771,6,26
2,1,1771,5296,2.77,6.01,48347220.00,1771,6,26
1,1,425,2313,1884313.75,0.00,48347220.00,425,8,24
2,1,425,2313,1317362.75,1540046.50,48347220.00,425,8,24
1,1,3056,4177,0.98,0.00,43284180.00,3056,5,27
2,1,3056,4177,2.71,8.57,43284180.00,3056,5,27
1,1,2641,4922,301.79,0.00,48347220.00,2641,6,20
2,1,2641,4922,5.42,13.80,48347220.00,2641,6,20
1,1,3042,4779,13636.26,0.00,48347220.00,3042,1,14
2,1,3042,4779,18339.51,34581.26,48347220.00,3042,1,14
1,1,1151,4928,236.93,0.00,48347220.00,1151,3,8
2,1,1151,4928,6.14,10.68,48347220.00,1151,3,8
1,1,3713,4128,367.82,0.00,48347220.00,3713,3,14
2,1,3713,4128,529.54,826.53,48347220.00,3713,3,14
1,1,3922,3644,1.00,0.00,48347220.00,3922,6,8
1,1,292,5420,92.89,0.00,48347220.00,292,3,8
2,1,292,5420,42.82,111.02,48347220.00,292,3,8
1,1,1929,4846,71.34,0.00,48347220.00,1929,11,8
2,1,1929,4846,348.55,713.01,48347220.00,1929,11,8
1,1,2479,4008,17.79,0.00,48347220.00,2479,1,22
2,1,2479,4008,38.07,109.81,48347220.00,2479,1,22
1,1,3382,4305,229.19,0.00,48347220.00,3382,4,22
2,1,3382,4305,521.63,1432.89,48347220.00,3382,4,22
1,1,1712,4802,1.90,0.00,43284180.00,1712,11,29
1,1,308,5138,12291.64,0.00,48347220.00,308,3,19
2,1,308,5138,10837.64,11269.65,48347220.00,308,3,19
1,1,4651,1647,63370.54,0.00,48347220.00,4651,4,22
2,1,4651,1647,105506.35,128468.21,48347220.00,4651,4,22
1,1,1405,1851,12190.98,0.00,48347220.00,1405,10,7
2,1,1405,1851,21475.99,27485.80,48347220.00,1405,10,7
1,1,889,2348,172927.64,0.00,48347220.00,889,11,21
2,1,889,2348,232688.22,229234.89,48347220.00,889,11,21
1,1,4924,5381,3097.21,0.00,48347220.00,4924,3,5
2,1,4924,5381,1916.20,3299.39,48347220.00,4924,3,5
1,1,1816,4426,6.08,0.00,48347220.00,1816,3,6
2,1,1816,4426,6.53,9.54,48347220.00,1816,3,6
1,1,3664,4686,0.98,0.00,43284180.00,3664,4,25
2,1,3664,4686,2.77,8.75,43284180.00,3664,4,25
1,1,910,4507,1.99,0.00,43284180.00,910,4,5
1,1,4095,2476,166854.88,0.00,48347220.00,4095,9,7
2,1,4095,2476,205440.22,278543.56,48347220.00,4095,9,7
1,1,944,4159,0.98,0.00,43284180.00,944,2,8
2,1,944,4159,2.71,8.56,43284180.00,944,2,8
1,1,497,3867,2.01,0.00,48347220.00,497,3,30
2,1,497,3867,2.83,8.94,48347220.00,497,3,30
1,1,706,4822,0.97,0.00,12823488.00,706,2,1
1,1,2832,1834,572.81,0.00,48347220.00,2832,12,3
2,1,2832,1834,771.20,1225.82,48347220.00,2832,12,3
1,1,3128,5161,116.35,0.00,48347220.00,3128,1,19
2,1,3128,5161,194.13,522.19,48347220.00,3128,1,19
1,1,4056,2710,93193.52,0.00,48347220.00,4056,8,9
2,1,4056,2710,55308.41,77129.52,48347220.00,4056,8,9
1,1,981,1972,227.21,0.00,48347220.00,981,5,9
2,1,981,1972,469.45,1061.56,48347220.00,981,5,9
1,1,2678,4154,11.09,0.00,48347220.00,2678,6,12
2,1,2678,4154,13.33,11.12,48347220.00,2678,6,12
1,1,2145,4308,2.02,0.00,43284180.00,2145,5,7
1,1,2636,2429,4.07,0.00,48347220.00,2636,5,13
2,1,2636,2429,1.09,3.43,48347220.00,2636,5,13
1,1,492,4280,1.95,0.00,48347220.00,492,10,14
2,1,492,4280,1.08,3.41,48347220.00,492,10,14
1,1,116,1838,8611.53,0.00,48347220.00,116,7,3
2,1,116,1838,13269.10,15257.88,48347220.00,116,7,3
1,1,3304,820,1.98,0.00,48347220.00,3304,4,18
1,1,1475,2426,1.00,0.00,48347220.00,1475,5,14
2,1,1475,2426,1.06,3.35,48347220.00,1475,5,14
1,1,2300,1797,4.05,0.00,48347220.00,2300,3,28
2,1,2300,1797,3.25,6.85,48347220.00,2300,3,28
1,1,664,2350,1458.30,0.00,48347220.00,664,12,2
2,1,664,2350,562.42,841.61,48347220.00,664,12,2
1,1,761,4333,1.03,0.00,48347220.00,761,5,1
2,1,761,4333,1.60,5.07,48347220.00,761,5,1
1,1,4503,1938,12.47,0.00,43284180.00,4503,3,30
1,1,3772,3003,2122.19,0.00,48347220.00,3772,9,14
2,1,3772,3003,2860.83,5683.06,48347220.00,3772,9,14
1,1,3534,2722,15.90,0.00,48347220.00,3534,1,31
2,1,3534,2722,3.67,11.59,48347220.00,3534,1,31
1,1,4552,1804,19492.45,0.00,48347220.00,4552,2,11
